DateTime,Open,High,Low,Close,Ticker,macd,signal,macd_signal,ATM,Type,Strike
2021-12-31 12:15:00,35486.4,35570.6,35454.2,35555.4,BANKNIFTY,2.4683218534410116,0.9324569896956583,1,35600,CE,BANKNIFTYWK36100CE
2022-01-03 09:15:00,35585.2,35856.4,35526.6,35823.9,BANKNIFTY,15.628175774560077,3.786772815231056,1,35800,CE,BANKNIFTYWK36300CE
2022-01-07 09:15:00,37667.1,38118.8,37597.6,38059.0,BANKNIFTY,258.1544357743769,255.63182620077794,1,38100,CE,BANKNIFTYWK38600CE
2022-01-10 09:15:00,37930.6,38252.8,37930.6,38232.7,BANKNIFTY,246.20468063445878,240.53443362987193,1,38200,CE,BANKNIFTYWK38700CE
2022-01-11 12:15:00,38308.3,38462.1,38281.3,38435.0,BANKNIFTY,274.4833971679618,271.5716312811477,1,38400,CE,BANKNIFTYWK38900CE
2022-01-12 09:15:00,38719.6,38815.0,38604.6,38790.8,BANKNIFTY,287.21791871255846,274.4438723658913,1,38800,CE,BANKNIFTYWK39300CE
2022-01-18 11:15:00,38367.1,38491.4,38367.1,38467.4,BANKNIFTY,9.263075788228889,2.0696907103014355,1,38500,CE,BANKNIFTYWK39000CE
2022-01-25 11:15:00,37133.3,37330.0,37106.8,37274.4,BANKNIFTY,-248.52892901368614,-259.82049095316165,1,37300,CE,BANKNIFTYWK37800CE
2022-01-31 11:15:00,37846.4,38008.0,37833.4,37990.1,BANKNIFTY,102.9655163007119,102.05073713309949,1,38000,CE,BANKNIFTYWK38500CE
2022-02-09 09:15:00,38283.6,38530.6,38192.0,38461.4,BANKNIFTY,-193.36293521454354,-214.20550081116656,1,38500,CE,BANKNIFTYWK39000CE
2022-02-15 13:15:00,37340.3,38072.8,37271.3,38029.0,BANKNIFTY,-314.93833510956756,-332.88601549696205,1,38000,CE,BANKNIFTYWK38500CE
2022-02-18 13:15:00,37755.3,37812.4,37661.8,37665.1,BANKNIFTY,-74.19116739638412,-77.32176238281227,1,37700,CE,BANKNIFTYWK38200CE
2022-02-21 10:15:00,37360.4,37759.2,37300.8,37737.9,BANKNIFTY,-77.37845036863291,-79.70678376576649,1,37700,CE,BANKNIFTYWK38200CE
2022-02-23 10:15:00,37543.9,37643.9,37474.3,37602.6,BANKNIFTY,-81.3867151641316,-95.26357334527269,1,37600,CE,BANKNIFTYWK38100CE
2022-02-25 12:15:00,36438.0,36622.0,36372.3,36531.0,BANKNIFTY,-352.5872801798032,-378.9033278563402,1,36500,CE,BANKNIFTYWK37000CE
2022-03-03 11:15:00,35238.8,35347.2,35213.2,35273.8,BANKNIFTY,-359.67731384872604,-366.7707609845058,1,35300,CE,BANKNIFTYWK35800CE
2022-03-03 14:15:00,34930.4,35127.9,34721.2,35104.2,BANKNIFTY,-357.85729715807247,-364.8822928396398,1,35100,CE,BANKNIFTYWK35600CE
2022-03-04 14:15:00,34717.5,34855.8,34424.6,34460.2,BANKNIFTY,-405.25359698520333,-405.48906860429133,1,34500,CE,BANKNIFTYWK35000CE
2022-03-08 14:15:00,32629.5,33188.4,32498.3,33176.4,BANKNIFTY,-661.0053679985067,-708.5655112606922,1,33200,CE,BANKNIFTYWK33700CE
2022-03-16 11:15:00,35597.2,35711.4,35578.2,35671.3,BANKNIFTY,279.08936614317645,275.4264044533388,1,35700,CE,BANKNIFTYWK36200CE
2022-03-23 09:15:00,36627.7,36827.6,36471.6,36514.6,BANKNIFTY,177.9782029647613,166.02943229593942,1,36500,CE,BANKNIFTYWK37000CE
2022-03-28 13:15:00,35648.4,35675.5,35483.1,35558.2,BANKNIFTY,-135.573198220598,-153.3450924227859,1,35600,CE,BANKNIFTYWK36100CE
2022-04-21 09:15:00,36513.1,36615.2,36452.1,36469.1,BANKNIFTY,-247.6287471259202,-264.6494019959822,1,36500,CE,BANKNIFTYWK37000CE
2022-04-25 15:15:00,36047.2,36205.3,36032.2,36192.7,BANKNIFTY,-156.3040888774267,-164.34366473227095,1,36200,CE,BANKNIFTYWK36700CE
2022-04-28 11:15:00,36008.7,36154.9,35996.8,36124.2,BANKNIFTY,-97.23338901979878,-99.12800743945584,1,36100,CE,BANKNIFTYWK36600CE
2022-05-09 15:15:00,34306.2,34346.9,34272.6,34322.3,BANKNIFTY,-393.7899604337217,-401.49908290178064,1,34300,CE,BANKNIFTYWK34800CE
2022-05-13 12:15:00,33729.4,33906.5,33703.2,33906.5,BANKNIFTY,-259.5085153271284,-269.57163735530423,1,33900,CE,BANKNIFTYWK34400CE
2022-05-16 10:15:00,33668.6,33808.4,33604.8,33732.2,BANKNIFTY,-264.4303056952849,-282.63635225482557,1,33700,CE,BANKNIFTYWK34200CE
2021-12-31 11:15:00,35496.1,35534.2,35458.3,35487.3,BANKNIFTY,0.10587679569289321,0.1456409734326699,-1,35500,PE,BANKNIFTYWK35000PE
2021-12-31 13:15:00,35553.9,35567.3,35403.9,35456.3,BANKNIFTY,-0.24334229818487074,0.582683284352807,-1,35500,PE,BANKNIFTYWK35000PE
2022-01-06 10:15:00,37234.3,37269.1,37115.1,37184.1,BANKNIFTY,285.00256666995847,293.74930794307465,-1,37200,PE,BANKNIFTYWK36700PE
2022-01-07 12:15:00,37676.1,37709.1,37427.8,37603.2,BANKNIFTY,244.72405189916753,256.70586894826187,-1,37600,PE,BANKNIFTYWK37100PE
2022-01-11 11:15:00,38313.5,38406.6,38291.7,38308.7,BANKNIFTY,270.7175151890042,270.8436831600856,-1,38300,PE,BANKNIFTYWK37800PE
2022-01-11 15:15:00,38448.4,38491.9,38413.8,38442.2,BANKNIFTY,267.03889210338093,271.25034883083435,-1,38400,PE,BANKNIFTYWK37900PE
2022-01-12 14:15:00,38645.8,38764.9,38611.6,38734.9,BANKNIFTY,283.77207199564873,286.7311717446539,-1,38700,PE,BANKNIFTYWK38200PE
2022-01-18 15:15:00,38162.3,38243.7,38132.1,38211.7,BANKNIFTY,23.52872314077831,25.655996163114892,-1,38200,PE,BANKNIFTYWK37700PE
2022-01-31 10:15:00,37858.3,37925.4,37647.8,37846.6,BANKNIFTY,98.48234956664237,101.8220423411964,-1,37800,PE,BANKNIFTYWK37300PE
2022-02-03 13:15:00,39303.5,39318.0,39100.4,39186.2,BANKNIFTY,328.63178702332516,336.5397377509521,-1,39200,PE,BANKNIFTYWK38700PE
2022-02-11 11:15:00,38515.7,38580.6,38447.4,38551.2,BANKNIFTY,94.6213334653512,111.80121194778964,-1,38600,PE,BANKNIFTYWK38100PE
2022-02-17 14:15:00,37635.2,37736.8,37466.2,37478.8,BANKNIFTY,-70.34324224452575,-52.9408798538499,-1,37500,PE,BANKNIFTYWK37000PE
2022-02-21 09:15:00,37400.0,37551.5,37156.8,37363.2,BANKNIFTY,-94.33400295200408,-80.28886711504987,-1,37400,PE,BANKNIFTYWK36900PE
2022-02-22 09:15:00,36833.0,37271.9,36818.1,37101.4,BANKNIFTY,-67.20855595543253,-45.32309659953465,-1,37100,PE,BANKNIFTYWK36600PE
2022-02-24 09:15:00,36085.2,36709.2,35889.4,36118.6,BANKNIFTY,-160.82375466422673,-83.86442357132718,-1,36100,PE,BANKNIFTYWK35600PE
2022-03-02 09:15:00,35381.9,35533.8,35205.2,35285.0,BANKNIFTY,-282.41701418227603,-277.56863310181024,-1,35300,PE,BANKNIFTYWK34800PE
2022-03-03 13:15:00,35058.3,35152.9,34894.2,34930.1,BANKNIFTY,-369.8626641151204,-366.63854176003156,-1,34900,PE,BANKNIFTYWK34400PE
2022-03-04 09:15:00,34526.1,34571.2,34292.6,34368.3,BANKNIFTY,-397.91338258594624,-370.13946072102146,-1,34400,PE,BANKNIFTYWK33900PE
